"","no","speciesID","species","combination","temp","rep","sampling","cellVolume"
"411",255,"Asterio","duo","AR","inc",3,12,156408395.058474
"412",128,"Asterio","duo","AG","CS",2,9,301027212.599977
"413",416,"Asterio","quattro","ADGR","fluct",2,1,2200721.13650113
"414",259,"Asterio","duo","AT","inc",1,12,208282536.133143
"415",260,"Asterio","duo","AT","inc",2,12,187847268.437061
"416",477,"Asterio","quattro","ADGR","inc+fluc",3,1,6602163.4095034
"417",417,"Asterio","quattro","ADGR","fluct",3,1,6602163.4095034
"418",374,"Asterio","quattro","ADRT","CS",2,15,233433634.836013
"419",242,"Asterio","duo","AD","inc",2,3,25937070.5373348
"420",135,"Asterio","duo","AR","CS",3,9,213784338.974396
"421",243,"Asterio","duo","AD","inc",3,3,44800394.5644874
"422",139,"Asterio","duo","AT","CS",1,9,203566705.126355
"423",247,"Asterio","duo","AG","inc",1,3,23579155.0339407
"424",140,"Asterio","duo","AT","CS",2,9,293953466.089794
"425",248,"Asterio","duo","AG","inc",2,3,23579155.0339407
"426",379,"Asterio","quattro","ADGT","CS",1,15,291595550.5864
"427",313,"Asterio","duo","AR","inc+fluc",1,12,99818422.9770158
"428",386,"Asterio","quattro","ADGR","CS",2,3,110036056.825057
"429",253,"Asterio","duo","AR","inc",1,3,18077352.1926879
"430",483,"Asterio","MIX","ADGRT","CS",3,1,26408653.6380136
"431",254,"Asterio","duo","AR","inc",2,3,36154704.3853758
"432",188,"Asterio","duo","AG","fluct",2,9,345827607.164464
"433",446,"Asterio","quattro","ADGR","inc",2,1,2200721.13650113
"434",380,"Asterio","quattro","ADGT","CS",2,12,243651268.684054
"435",259,"Asterio","duo","AT","inc",1,3,45586366.3989521
"436",499,"Asterio","MIX","ADGRT","inc+fluc",1,12,121825634.342027
"437",428,"Asterio","quattro","AGRT","inc",2,1,8802884.54600454
"438",381,"Asterio","quattro","ADGT","CS",3,12,195706986.781708
"439",495,"Asterio","MIX","ADGRT","inc",3,9,125755493.514351
"440",440,"Asterio","quattro","ADGT","inc",2,9,261728620.876742
"441",303,"Asterio","duo","AD","inc+fluc",3,3,16505408.5237585
"442",386,"Asterio","quattro","ADGR","CS",2,15,242079325.015125
"443",439,"Asterio","quattro","ADGT","inc",1,6,139117014.70025
"444",441,"Asterio","quattro","ADGT","inc",3,9,244437240.518519
"445",433,"Asterio","quattro","ADRT","inc",1,1,33010817.047517
"446",387,"Asterio","quattro","ADGR","CS",3,15,170555888.078838
"447",309,"Asterio","duo","AG","inc+fluc",3,3,33796788.8819817
"448",375,"Asterio","quattro","ADRT","CS",3,3,5658997.20814578
"449",313,"Asterio","duo","AR","inc+fluc",1,3,18863324.0271526
"450",404,"Asterio","quattro","ADRT","fluct",2,9,207496564.298678
"451",1,"Asterio","mono","A","CS",1,15,259370705.373348
"452",387,"Asterio","quattro","ADGR","CS",3,12,158766310.561868
"453",2,"Asterio","mono","A","CS",2,15,250725015.194236
"454",410,"Asterio","quattro","ADGT","fluct",2,12,132829240.024533
"455",301,"Asterio","duo","AD","inc+fluc",1,12,195706986.781708
"456",445,"Asterio","quattro","ADGR","inc",1,6,87242873.6255807
"457",439,"Asterio","quattro","ADGT","inc",1,1,17605769.0920091
"458",411,"Asterio","quattro","ADGT","fluct",3,12,161124226.065262
"459",446,"Asterio","quattro","ADGR","inc",2,6,71523436.9362869
"460",495,"Asterio","MIX","ADGRT","inc",3,1,26408653.6380136
"461",457,"Asterio","quattro","AGRT","inc+fluc",1,15,122611606.176492
"462",307,"Asterio","duo","AG","inc+fluc",1,12,276662085.731571
"463",301,"Asterio","duo","AD","inc+fluc",1,9,323034423.964988
"464",181,"Asterio","duo","AD","fluct",1,9,400059663.742528
"465",441,"Asterio","quattro","ADGT","inc",3,1,21692822.6312255
"466",309,"Asterio","duo","AG","inc+fluc",3,12,205924620.629749
"467",375,"Asterio","quattro","ADRT","CS",3,12,219286141.815649
"468",475,"Asterio","quattro","ADGR","inc+fluc",1,9,130471324.521139
"469",445,"Asterio","quattro","ADGR","inc",1,1,4715831.00678815
"470",314,"Asterio","duo","AR","inc+fluc",2,12,106106197.652733
"471",315,"Asterio","duo","AR","inc+fluc",3,12,149334648.548291
"472",121,"Asterio","duo","AD","CS",1,15,138331042.865786
"473",471,"Asterio","quattro","ADGT","inc+fluc",3,6,48730253.7368108
"474",189,"Asterio","duo","AG","fluct",3,9,286879719.579612
"475",320,"Asterio","duo","AT","inc+fluc",2,12,165840057.07205
"476",33,"Asterio","mono","A","fluct",3,12,176843662.754555
"477",447,"Asterio","quattro","ADGR","inc",3,1,6602163.4095034
"478",321,"Asterio","duo","AT","inc+fluc",3,12,128899380.852209
"479",302,"Asterio","duo","AD","inc+fluc",2,3,169455527.510587
"480",195,"Asterio","duo","AR","fluct",3,9,192563099.443849
"481",481,"Asterio","MIX","ADGRT","CS",1,9,235005578.504943
"482",61,"Asterio","mono","A","inc",1,15,206710592.464214
"483",307,"Asterio","duo","AG","inc+fluc",1,3,33010817.047517
"484",200,"Asterio","duo","AT","fluct",2,9,184703381.099202
"485",308,"Asterio","duo","AG","inc+fluc",2,3,18077352.1926879
"486",409,"Asterio","quattro","ADGT","fluct",1,15,362333015.688223
"487",134,"Asterio","duo","AR","CS",2,15,196492958.616173
"488",399,"Asterio","quattro","AGRT","fluct",3,6,135187155.527927
"489",475,"Asterio","quattro","ADGR","inc+fluc",1,1,4715831.00678815
"490",429,"Asterio","quattro","AGRT","inc",3,15,201208789.622961
"491",463,"Asterio","quattro","ADRT","inc+fluc",1,6,49516225.5712755
"492",465,"Asterio","quattro","ADRT","inc+fluc",3,9,139902986.534715
"493",457,"Asterio","quattro","AGRT","inc+fluc",1,1,3772664.80543052
"494",249,"Asterio","duo","AG","inc",3,9,290809578.751936
"495",487,"Asterio","MIX","ADGRT","fluct",1,9,190205183.940455
"496",91,"Asterio","mono","A","inc+fluc",1,15,212212395.305467
"497",458,"Asterio","quattro","AGRT","inc+fluc",2,1,8802884.54600454
"498",254,"Asterio","duo","AR","inc",2,9,227145860.160296
"499",471,"Asterio","quattro","ADGT","inc+fluc",3,12,157980338.727403
"500",470,"Asterio","quattro","ADGT","inc+fluc",2,9,187847268.437061
"501",459,"Asterio","quattro","AGRT","inc+fluc",3,1,17920157.825795
"502",416,"Asterio","quattro","ADGR","fluct",2,15,256226818.035489
"503",464,"Asterio","quattro","ADRT","inc+fluc",2,3,68222355.2315352
"504",409,"Asterio","quattro","ADGT","fluct",1,6,118681747.004168
"505",92,"Asterio","mono","A","inc+fluc",2,12,177629634.58902
"506",482,"Asterio","MIX","ADGRT","CS",2,1,19806490.2285102
"507",194,"Asterio","duo","AR","fluct",2,15,224787944.656902
"508",429,"Asterio","quattro","AGRT","inc",3,6,158766310.561868
"509",367,"Asterio","quattro","AGRT","CS",1,3,41813701.5935216
"510",493,"Asterio","MIX","ADGRT","inc",1,9,194135043.112779
"511",374,"Asterio","quattro","ADRT","CS",2,9,201208789.622961
"512",433,"Asterio","quattro","ADRT","inc",1,6,84884958.1221866
"513",368,"Asterio","quattro","AGRT","CS",2,3,136444710.46307
"514",441,"Asterio","quattro","ADGT","inc",3,15,209068507.967608
"515",440,"Asterio","quattro","ADGT","inc",2,12,254654874.36656
"516",123,"Asterio","duo","AD","CS",3,15,173110296.540848
"517",469,"Asterio","quattro","ADGT","inc+fluc",1,1,17605769.0920091
"518",127,"Asterio","duo","AG","CS",1,15,323034423.964988
"519",471,"Asterio","quattro","ADGT","inc+fluc",3,3,15405047.9555079
"520",411,"Asterio","quattro","ADGT","fluct",3,3,37726648.0543052
"521",488,"Asterio","MIX","ADGRT","fluct",2,1,17605769.0920091
"522",373,"Asterio","quattro","ADRT","CS",1,3,32067650.8461594
"523",483,"Asterio","MIX","ADGRT","CS",3,12,189419212.105991
"524",415,"Asterio","quattro","ADGR","fluct",1,3,19806490.2285102
"525",471,"Asterio","quattro","ADGT","inc+fluc",3,1,21692822.6312255
"526",92,"Asterio","mono","A","inc+fluc",2,3,9431662.01357629
"527",386,"Asterio","quattro","ADGR","CS",2,12,173699775.416697
"528",416,"Asterio","quattro","ADGR","fluct",2,3,19806490.2285102
"529",397,"Asterio","quattro","AGRT","fluct",1,3,52817307.2760272
"530",61,"Asterio","mono","A","inc",1,12,259370705.373348
"531",139,"Asterio","duo","AT","CS",1,15,369406762.198405
"532",248,"Asterio","duo","AG","inc",2,9,328536226.806241
"533",476,"Asterio","quattro","ADGR","inc+fluc",2,1,2200721.13650113
"534",301,"Asterio","duo","AD","inc+fluc",1,15,224787944.656902
"535",315,"Asterio","duo","AR","inc+fluc",3,3,3143887.33785876
"536",253,"Asterio","duo","AR","inc",1,9,174485747.251161
"537",483,"Asterio","MIX","ADGRT","CS",3,6,106892169.487198
"538",475,"Asterio","quattro","ADGR","inc+fluc",1,15,75453296.1086103
"539",373,"Asterio","quattro","ADRT","CS",1,12,222430029.153508
"540",427,"Asterio","quattro","AGRT","inc",1,6,102962310.314875
"541",481,"Asterio","MIX","ADGRT","CS",1,1,13204326.8190068
"542",259,"Asterio","duo","AT","inc",1,9,236577522.173872
"543",369,"Asterio","quattro","AGRT","CS",3,9,321462480.296059
"544",428,"Asterio","quattro","AGRT","inc",2,6,114751887.831845
"545",489,"Asterio","MIX","ADGRT","fluct",3,9,113179944.162916
"546",302,"Asterio","duo","AD","inc+fluc",2,9,342683719.826605
"547",457,"Asterio","quattro","AGRT","inc+fluc",1,12,61305803.0882459
"548",2,"Asterio","mono","A","CS",2,9,344255663.495535
"549",319,"Asterio","duo","AT","inc+fluc",1,15,150906592.217221
"550",458,"Asterio","quattro","AGRT","inc+fluc",2,12,99032451.1425511
"551",199,"Asterio","duo","AT","fluct",1,15,260942649.042277
"552",308,"Asterio","duo","AG","inc+fluc",2,9,411849241.259498
"553",387,"Asterio","quattro","ADGR","CS",3,3,61620191.8220318
"554",309,"Asterio","duo","AG","inc+fluc",3,9,271160282.890318
"555",399,"Asterio","quattro","AGRT","fluct",3,12,135187155.527927
"556",135,"Asterio","duo","AR","CS",3,3,5501802.84125284
"557",369,"Asterio","quattro","AGRT","CS",3,3,259685094.107134
"558",439,"Asterio","quattro","ADGT","inc",1,9,264872508.214601
"559",379,"Asterio","quattro","ADGT","CS",1,9,160338254.230797
"560",140,"Asterio","duo","AT","CS",2,3,14933464.8548291
"561",1,"Asterio","mono","A","CS",1,3,67593577.7639634
"562",2,"Asterio","mono","A","CS",2,3,75453296.1086103
"563",385,"Asterio","quattro","ADGR","CS",1,12,205138648.795284
"564",434,"Asterio","quattro","ADRT","inc",2,3,99032451.1425511
"565",374,"Asterio","quattro","ADRT","CS",2,3,28294986.0407289
"566",447,"Asterio","quattro","ADGR","inc",3,15,117895775.169704
"567",405,"Asterio","quattro","ADRT","fluct",3,12,158766310.561868
"568",459,"Asterio","quattro","AGRT","inc+fluc",3,6,53446084.743599
"569",427,"Asterio","quattro","AGRT","inc",1,12,216142254.47779
"570",259,"Asterio","duo","AT","inc",1,15,282949860.407289
"571",464,"Asterio","quattro","ADRT","inc+fluc",2,9,109250084.990592
"572",181,"Asterio","duo","AD","fluct",1,15,281377916.738359
"573",439,"Asterio","quattro","ADGT","inc",1,3,30181318.4434441
"574",471,"Asterio","quattro","ADGT","inc+fluc",3,15,154836451.389544
"575",429,"Asterio","quattro","AGRT","inc",3,12,216142254.47779
"576",183,"Asterio","duo","AD","fluct",3,15,237363494.008337
"577",307,"Asterio","duo","AG","inc+fluc",1,15,225573916.491366
"578",303,"Asterio","duo","AD","inc+fluc",3,15,152478535.88615
"579",62,"Asterio","mono","A","inc",2,9,389842029.894487
"580",441,"Asterio","quattro","ADGT","inc",3,3,101233172.279052
"581",182,"Asterio","duo","AD","fluct",2,12,255440846.201025
"582",501,"Asterio","MIX","ADGRT","inc+fluc",3,6,67593577.7639634
"583",415,"Asterio","quattro","ADGR","fluct",1,12,121039662.507562
"584",445,"Asterio","quattro","ADGR","inc",1,3,52817307.2760272
"585",385,"Asterio","quattro","ADGR","CS",1,3,121039662.507562
"586",62,"Asterio","mono","A","inc",2,6,232647663.001549
"587",434,"Asterio","quattro","ADRT","inc",2,12,143832845.707038
"588",488,"Asterio","MIX","ADGRT","fluct",2,6,50302197.4057402
"589",427,"Asterio","quattro","AGRT","inc",1,3,70423076.3680363
"590",494,"Asterio","MIX","ADGRT","inc",2,12,177629634.58902
"591",495,"Asterio","MIX","ADGRT","inc",3,15,167412000.740979
"592",434,"Asterio","quattro","ADRT","inc",2,9,171341859.913303
"593",409,"Asterio","quattro","ADGT","fluct",1,3,33010817.047517
"594",489,"Asterio","MIX","ADGRT","fluct",3,6,55018028.4125284
"595",134,"Asterio","duo","AR","CS",2,3,12575549.3514351
"596",501,"Asterio","MIX","ADGRT","inc+fluc",3,1,6602163.4095034
"597",199,"Asterio","duo","AT","fluct",1,12,183131437.430273
"598",314,"Asterio","duo","AR","inc+fluc",2,9,134401183.693462
"599",398,"Asterio","quattro","AGRT","fluct",2,9,282163888.572824
"600",457,"Asterio","quattro","AGRT","inc+fluc",1,6,78597183.4464691
"601",248,"Asterio","duo","AG","inc",2,15,268802367.386924
"602",385,"Asterio","quattro","ADGR","CS",1,15,194921014.947243
"603",32,"Asterio","mono","A","fluct",2,9,249939043.359772
"604",458,"Asterio","quattro","AGRT","inc+fluc",2,6,32224845.2130523
"605",33,"Asterio","mono","A","fluct",3,9,260942649.042277
"606",321,"Asterio","duo","AT","inc+fluc",3,9,250725015.194236
"607",133,"Asterio","duo","AR","CS",1,15,374122593.205193
"608",255,"Asterio","duo","AR","inc",3,15,198064902.285102
"609",457,"Asterio","quattro","AGRT","inc+fluc",1,3,26408653.6380136
"610",465,"Asterio","quattro","ADRT","inc+fluc",3,12,87242873.6255807
"611",428,"Asterio","quattro","AGRT","inc",2,12,136759099.196856
"612",62,"Asterio","mono","A","inc",2,12,258584733.538883
"613",398,"Asterio","quattro","AGRT","fluct",2,3,8802884.54600454
"614",261,"Asterio","duo","AT","inc",3,15,227145860.160296
"615",488,"Asterio","MIX","ADGRT","fluct",2,12,197278930.450637
"616",367,"Asterio","quattro","AGRT","CS",1,9,187847268.437061
"617",32,"Asterio","mono","A","fluct",2,3,33796788.8819817
"618",489,"Asterio","MIX","ADGRT","fluct",3,15,129685352.686674
"619",433,"Asterio","quattro","ADRT","inc",1,12,198064902.285102
"620",92,"Asterio","mono","A","inc+fluc",2,15,146976733.044897
"621",403,"Asterio","quattro","ADRT","fluct",1,3,68222355.2315352
"622",255,"Asterio","duo","AR","inc",3,9,335609973.316423
"623",381,"Asterio","quattro","ADGT","CS",3,3,88028845.4600454
"624",494,"Asterio","MIX","ADGRT","inc",2,9,128899380.852209
"625",404,"Asterio","quattro","ADRT","fluct",2,3,22007211.3650113
"626",260,"Asterio","duo","AT","inc",2,9,216928226.312255
"627",487,"Asterio","MIX","ADGRT","fluct",1,6,47944281.9023462
"628",315,"Asterio","duo","AR","inc+fluc",3,15,117109803.335239
"629",261,"Asterio","duo","AT","inc",3,9,183131437.430273
"630",32,"Asterio","mono","A","fluct",2,15,329322198.640706
"631",195,"Asterio","duo","AR","fluct",3,15,187847268.437061
"632",320,"Asterio","duo","AT","inc+fluc",2,15,80955098.9498632
"633",428,"Asterio","quattro","AGRT","inc",2,3,101233172.279052
"634",321,"Asterio","duo","AT","inc+fluc",3,15,139902986.534715
"635",459,"Asterio","quattro","AGRT","inc+fluc",3,12,137545071.031321
"636",255,"Asterio","duo","AR","inc",3,3,182659854.329594
"637",493,"Asterio","MIX","ADGRT","inc",1,15,202780733.29189
"638",429,"Asterio","quattro","AGRT","inc",3,3,92430287.7330477
"639",417,"Asterio","quattro","ADGR","fluct",3,9,172127831.747767
"640",260,"Asterio","duo","AT","inc",2,3,10217633.848041
"641",441,"Asterio","quattro","ADGT","inc",3,12,235791550.339407
"642",201,"Asterio","duo","AT","fluct",3,12,196492958.616173
"643",433,"Asterio","quattro","ADRT","inc",1,3,79225960.9140409
"644",494,"Asterio","MIX","ADGRT","inc",2,6,62877746.7571753
"645",464,"Asterio","quattro","ADRT","inc+fluc",2,12,121825634.342027
"646",254,"Asterio","duo","AR","inc",2,15,177629634.58902
"647",63,"Asterio","mono","A","inc",3,15,162696169.734191
"648",381,"Asterio","quattro","ADGT","CS",3,9,239721409.511731
"649",469,"Asterio","quattro","ADGT","inc+fluc",1,15,146976733.044897
"650",397,"Asterio","quattro","AGRT","fluct",1,9,236577522.173872
"651",31,"Asterio","mono","A","fluct",1,6,135973127.362392
"652",260,"Asterio","duo","AT","inc",2,15,223216000.987972
"653",482,"Asterio","MIX","ADGRT","CS",2,6,100604394.81148
"654",410,"Asterio","quattro","ADGT","fluct",2,15,323820395.799453
"655",63,"Asterio","mono","A","inc",3,12,239721409.511731
"656",427,"Asterio","quattro","AGRT","inc",1,9,249939043.359772
"657",141,"Asterio","duo","AT","CS",3,15,309672902.779088
"658",435,"Asterio","quattro","ADRT","inc",3,12,170555888.078838
"659",469,"Asterio","quattro","ADGT","inc+fluc",1,9,117895775.169704
"660",368,"Asterio","quattro","AGRT","CS",2,9,210640451.636537
"661",121,"Asterio","duo","AD","CS",1,3,33796788.8819817
"662",188,"Asterio","duo","AG","fluct",2,15,313602761.951412
"663",261,"Asterio","duo","AT","inc",3,12,188633240.271526
"664",403,"Asterio","quattro","ADRT","fluct",1,15,153264507.720615
"665",123,"Asterio","duo","AD","CS",3,3,3929859.17232346
"666",187,"Asterio","duo","AG","fluct",1,12,279020001.234965
"667",301,"Asterio","duo","AD","inc+fluc",1,3,101233172.279052
"668",193,"Asterio","duo","AR","fluct",1,15,160338254.230797
"669",447,"Asterio","quattro","ADGR","inc",3,3,4401442.27300227
"670",373,"Asterio","quattro","ADRT","CS",1,9,202780733.29189
"671",319,"Asterio","duo","AT","inc+fluc",1,9,176843662.754555
"672",189,"Asterio","duo","AG","fluct",3,12,276662085.731571
"673",308,"Asterio","duo","AG","inc+fluc",2,15,176843662.754555
"674",417,"Asterio","quattro","ADGR","fluct",3,12,162696169.734191
"675",379,"Asterio","quattro","ADGT","CS",1,12,241293353.18066
"676",398,"Asterio","quattro","AGRT","fluct",2,12,213784338.974396
"677",181,"Asterio","duo","AD","fluct",1,3,17291380.3582232
"678",313,"Asterio","duo","AR","inc+fluc",1,9,160338254.230797
"679",434,"Asterio","quattro","ADRT","inc",2,6,107678141.321663
"680",499,"Asterio","MIX","ADGRT","inc+fluc",1,6,70737465.1018222
"681",500,"Asterio","MIX","ADGRT","inc+fluc",2,12,92744676.4668335
"682",445,"Asterio","quattro","ADGR","inc",1,12,160338254.230797
"683",315,"Asterio","duo","AR","inc+fluc",3,9,124969521.679886
"684",440,"Asterio","quattro","ADGT","inc",2,3,37726648.0543052
"685",487,"Asterio","MIX","ADGRT","fluct",1,15,182345465.595808
"686",435,"Asterio","quattro","ADRT","inc",3,9,161124226.065262
"687",241,"Asterio","duo","AD","inc",1,9,319890536.627129
"688",403,"Asterio","quattro","ADRT","fluct",1,9,176843662.754555
"689",493,"Asterio","MIX","ADGRT","inc",1,12,179201578.25795
"690",254,"Asterio","duo","AR","inc",2,12,145404789.375968
"691",481,"Asterio","MIX","ADGRT","CS",1,6,129685352.686674
"692",135,"Asterio","duo","AR","CS",3,15,223216000.987972
"693",470,"Asterio","quattro","ADGT","inc+fluc",2,15,117109803.335239
"694",446,"Asterio","quattro","ADGR","inc",2,3,39612980.4570204
"695",439,"Asterio","quattro","ADGT","inc",1,15,253082930.697631
"696",417,"Asterio","quattro","ADGR","fluct",3,3,26408653.6380136
"697",241,"Asterio","duo","AD","inc",1,3,17291380.3582232
"698",464,"Asterio","quattro","ADRT","inc+fluc",2,6,69951493.2673575
"699",439,"Asterio","quattro","ADGT","inc",1,12,240507381.346195
"700",320,"Asterio","duo","AT","inc+fluc",2,3,18077352.1926879
"701",31,"Asterio","mono","A","fluct",1,12,246009184.187448
"702",463,"Asterio","quattro","ADRT","inc+fluc",1,12,132043268.190068
"703",201,"Asterio","duo","AT","fluct",3,15,240507381.346195
"704",495,"Asterio","MIX","ADGRT","inc",3,12,195706986.781708
"705",33,"Asterio","mono","A","fluct",3,15,374908565.039658
"706",440,"Asterio","quattro","ADGT","inc",2,15,212998367.139931
"707",481,"Asterio","MIX","ADGRT","CS",1,3,28609374.7745148
"708",140,"Asterio","duo","AT","CS",2,15,187847268.437061
"709",489,"Asterio","MIX","ADGRT","fluct",3,12,214570310.808861
"710",194,"Asterio","duo","AR","fluct",2,12,139902986.534715
"711",320,"Asterio","duo","AT","inc+fluc",2,9,124969521.679886
"712",404,"Asterio","quattro","ADRT","fluct",2,12,204352676.96082
"713",319,"Asterio","duo","AT","inc+fluc",1,12,135187155.527927
"714",62,"Asterio","mono","A","inc",2,15,205924620.629749
"715",31,"Asterio","mono","A","fluct",1,9,425210762.445398
"716",469,"Asterio","quattro","ADGT","inc+fluc",1,12,178415606.423485
"717",31,"Asterio","mono","A","fluct",1,15,312816790.116947
"718",200,"Asterio","duo","AT","fluct",2,15,251510987.028701
"719",399,"Asterio","quattro","AGRT","fluct",3,3,105634614.552054
"720",399,"Asterio","quattro","AGRT","fluct",3,9,253082930.697631
"721",326,"DityCux","duo","DG","inc+fluc",2,6,61886372.6118093
"722",205,"DityCux","duo","DG","fluct",1,1,10609092.4477387
"723",333,"DityCux","duo","DR","inc+fluc",3,6,24312503.5260679
