"","no","temp","nut","species","rep","V_ml","magn","plate","Alg","speciesID","GF","counts","sampling","A1","A2","A3","A4","A5","At_mm","Afield","cells_ml"
"218",169,"CS","Low","duo",1,0.5,20,6,"A2","ThalaCux",14,6,1,"G","T",NA,NA,NA,78,0.25,13104
"219",170,"CS","Low","duo",2,0.5,20,6,"A1","Guido",14,7,1,"G","T",NA,NA,NA,78,0.25,15288
"220",170,"CS","Low","duo",2,0.5,20,6,"A2","ThalaCux",8,1,1,"G","T",NA,NA,NA,78,0.25,1248
"221",171,"CS","Low","duo",3,0.5,20,6,"A1","Guido",14,1,1,"G","T",NA,NA,NA,78,0.25,2184
"222",171,"CS","Low","duo",3,0.5,20,6,"A2","ThalaCux",8,7,1,"G","T",NA,NA,NA,78,0.25,8736
"223",172,"CS","HI","duo",1,0.5,20,6,"A1","Guido",14,8,1,"G","T",NA,NA,NA,78,0.25,17472
"224",172,"CS","HI","duo",1,0.5,20,6,"A2","ThalaCux",8,2,1,"G","T",NA,NA,NA,78,0.25,2496
"225",173,"CS","HI","duo",2,0.5,20,6,"A1","Guido",14,1,1,"G","T",NA,NA,NA,78,0.25,2184
"226",173,"CS","HI","duo",2,0.5,20,6,"A2","ThalaCux",8,1,1,"G","T",NA,NA,NA,78,0.25,1248
"227",174,"CS","HI","duo",3,0.5,20,6,"A1","Guido",14,4,1,"G","T",NA,NA,NA,78,0.25,8736
"228",174,"CS","HI","duo",3,0.5,20,6,"A2","ThalaCux",8,1,1,"G","T",NA,NA,NA,78,0.25,1248
"229",175,"CS","Low","duo",1,0.5,10,6,"A1","Rhizo",14,2,1,"R","T",NA,NA,NA,78,1,1092
"230",175,"CS","Low","duo",1,0.5,20,6,"A2","ThalaCux",8,3,1,"R","T",NA,NA,NA,78,0.25,3744
"231",176,"CS","Low","duo",2,0.5,10,6,"A1","Rhizo",14,6,1,"R","T",NA,NA,NA,78,1,3276
"232",176,"CS","Low","duo",2,0.5,20,6,"A2","ThalaCux",10,1,1,"R","T",NA,NA,NA,78,0.25,1560
"233",177,"CS","Low","duo",3,0.5,10,6,"A1","Rhizo",14,3,1,"R","T",NA,NA,NA,78,1,1638
"234",177,"CS","Low","duo",3,0.5,20,6,"A2","ThalaCux",8,4,1,"R","T",NA,NA,NA,78,0.25,4992
"235",178,"CS","HI","duo",1,0.5,10,6,"A1","Rhizo",8,3,1,"R","T",NA,NA,NA,78,1,936
"236",178,"CS","HI","duo",1,0.5,20,6,"A2","ThalaCux",14,1,1,"R","T",NA,NA,NA,78,0.25,2184
"237",179,"CS","HI","duo",2,0.5,10,6,"A1","Rhizo",14,1,1,"R","T",NA,NA,NA,78,1,546
"238",179,"CS","HI","duo",2,0.5,20,6,"A2","ThalaCux",14,2,1,"R","T",NA,NA,NA,78,0.25,4368
"239",180,"CS","HI","duo",3,0.5,10,6,"A1","Rhizo",14,4,1,"R","T",NA,NA,NA,78,1,2184
"240",180,"CS","HI","duo",3,0.5,20,6,"A2","ThalaCux",14,2,1,"R","T",NA,NA,NA,78,0.25,4368
"241",181,"fluct","Low","duo",1,0.5,40,58,"A1","Asterio",6,9,1,"A","D",NA,NA,NA,78,0.0625,33696
"242",181,"fluct","Low","duo",1,0.5,10,58,"A2","DityCux",6,1,1,"A","D",NA,NA,NA,78,1,234
"243",182,"fluct","Low","duo",2,0.5,40,58,"A1","Asterio",6,6,1,"A","D",NA,NA,NA,78,0.0625,22464
"244",182,"fluct","Low","duo",2,0.5,10,58,"A2","DityCux",6,1,1,"A","D",NA,NA,NA,78,1,234
"245",183,"fluct","Low","duo",3,0.5,40,58,"A1","Asterio",6,2,1,"A","D",NA,NA,NA,78,0.0625,7488
"246",183,"fluct","Low","duo",3,0.5,10,58,"A2","DityCux",6,1,1,"A","D",NA,NA,NA,78,1,234
"247",184,"fluct","HI","duo",1,0.5,40,58,"A1","Asterio",6,12,1,"A","D",NA,NA,NA,78,0.0625,44928
"248",184,"fluct","HI","duo",1,0.5,10,58,"A2","DityCux",6,9,1,"A","D",NA,NA,NA,78,1,2106
"249",185,"fluct","HI","duo",2,0.5,40,58,"A1","Asterio",6,1,1,"A","D",NA,NA,NA,78,0.0625,3744
"250",185,"fluct","HI","duo",2,0.5,10,58,"A2","DityCux",6,2,1,"A","D",NA,NA,NA,78,1,468
"251",186,"fluct","HI","duo",3,0.5,40,58,"A1","Asterio",6,4,1,"A","D",NA,NA,NA,78,0.0625,14976
"252",186,"fluct","HI","duo",3,0.5,10,58,"A2","DityCux",6,6,1,"A","D",NA,NA,NA,78,1,1404
"253",187,"fluct","Low","duo",1,0.5,40,58,"A1","Asterio",6,1,1,"A","G",NA,NA,NA,78,0.0625,3744
"254",187,"fluct","Low","duo",1,0.5,20,58,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"255",188,"fluct","Low","duo",2,0.5,40,58,"A1","Asterio",6,14,1,"A","G",NA,NA,NA,78,0.0625,52416
"256",188,"fluct","Low","duo",2,0.5,20,58,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"257",189,"fluct","Low","duo",3,0.5,40,58,"A1","Asterio",6,12,1,"A","G",NA,NA,NA,78,0.0625,44928
"258",189,"fluct","Low","duo",3,0.5,20,58,"A2","Guido",6,3,1,"A","G",NA,NA,NA,78,0.25,2808
"259",190,"fluct","HI","duo",1,0.5,40,58,"A1","Asterio",6,8,1,"A","G",NA,NA,NA,78,0.0625,29952
"260",190,"fluct","HI","duo",1,0.5,20,58,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"261",191,"fluct","HI","duo",2,0.5,40,58,"A1","Asterio",6,4,1,"A","G",NA,NA,NA,78,0.0625,14976
"262",191,"fluct","HI","duo",2,0.5,20,58,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"263",192,"fluct","HI","duo",3,0.5,40,58,"A1","Asterio",6,8,1,"A","G",NA,NA,NA,78,0.0625,29952
"264",192,"fluct","HI","duo",3,0.5,20,58,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"265",193,"fluct","Low","duo",1,0.5,40,58,"A1","Asterio",6,5,1,"A","R",NA,NA,NA,78,0.0625,18720
"266",193,"fluct","Low","duo",1,0.5,10,58,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"267",194,"fluct","Low","duo",2,0.5,40,58,"A1","Asterio",6,6,1,"A","R",NA,NA,NA,78,0.0625,22464
"268",194,"fluct","Low","duo",2,0.5,10,58,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"269",195,"fluct","Low","duo",3,0.5,40,58,"A1","Asterio",6,5,1,"A","R",NA,NA,NA,78,0.0625,18720
"270",195,"fluct","Low","duo",3,0.5,10,58,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"271",196,"fluct","HI","duo",1,0.5,40,58,"A1","Asterio",6,4,1,"A","R",NA,NA,NA,78,0.0625,14976
"272",196,"fluct","HI","duo",1,0.5,10,58,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"273",197,"fluct","HI","duo",2,0.5,40,58,"A1","Asterio",6,2,1,"A","R",NA,NA,NA,78,0.0625,7488
"274",197,"fluct","HI","duo",2,0.5,10,58,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"275",198,"fluct","HI","duo",3,0.5,40,58,"A1","Asterio",6,3,1,"A","R",NA,NA,NA,78,0.0625,11232
"276",198,"fluct","HI","duo",3,0.5,10,58,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"277",199,"fluct","Low","duo",1,0.5,40,58,"A1","Asterio",6,5,1,"A","T",NA,NA,NA,78,0.0625,18720
"278",199,"fluct","Low","duo",1,0.5,20,58,"A2","ThalaCux",6,1,1,"A","T",NA,NA,NA,78,0.25,936
"279",200,"fluct","Low","duo",2,0.5,40,58,"A1","Asterio",6,5,1,"A","T",NA,NA,NA,78,0.0625,18720
"280",200,"fluct","Low","duo",2,0.5,20,58,"A2","ThalaCux",6,2,1,"A","T",NA,NA,NA,78,0.25,1872
"281",201,"fluct","Low","duo",3,0.5,40,58,"A1","Asterio",6,6,1,"A","T",NA,NA,NA,78,0.0625,22464
"282",201,"fluct","Low","duo",3,0.5,20,58,"A2","ThalaCux",6,3,1,"A","T",NA,NA,NA,78,0.25,2808
"283",202,"fluct","HI","duo",1,0.5,40,58,"A1","Asterio",6,5,1,"A","T",NA,NA,NA,78,0.0625,18720
"284",202,"fluct","HI","duo",1,0.5,20,58,"A2","ThalaCux",6,2,1,"A","T",NA,NA,NA,78,0.25,1872
"285",203,"fluct","HI","duo",2,0.5,40,58,"A1","Asterio",6,9,1,"A","T",NA,NA,NA,78,0.0625,33696
"286",203,"fluct","HI","duo",2,0.5,20,58,"A2","ThalaCux",6,10,1,"A","T",NA,NA,NA,78,0.25,9360
"287",204,"fluct","HI","duo",3,0.5,40,58,"A1","Asterio",6,1,1,"A","T",NA,NA,NA,78,0.0625,3744
"288",204,"fluct","HI","duo",3,0.5,20,58,"A2","ThalaCux",6,1,1,"A","T",NA,NA,NA,78,0.25,936
"289",205,"fluct","Low","duo",1,0.5,10,58,"A1","DityCux",6,3,1,"D","G",NA,NA,NA,78,1,702
"290",205,"fluct","Low","duo",1,0.5,20,58,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"291",206,"fluct","Low","duo",2,0.5,20,58,"A1","DityCux",6,7,1,"D","G",NA,NA,NA,78,0.25,6552
"292",206,"fluct","Low","duo",2,0.5,20,58,"A2","Guido",6,11,1,"D","G",NA,NA,NA,78,0.25,10296
"293",207,"fluct","Low","duo",3,0.5,20,58,"A1","DityCux",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"294",207,"fluct","Low","duo",3,0.5,20,58,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"295",208,"fluct","HI","duo",1,0.5,20,58,"A1","DityCux",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"296",208,"fluct","HI","duo",1,0.5,20,58,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"297",209,"fluct","HI","duo",2,0.5,20,58,"A1","DityCux",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"298",209,"fluct","HI","duo",2,0.5,20,58,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"299",210,"fluct","HI","duo",3,0.5,20,58,"A1","DityCux",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"300",210,"fluct","HI","duo",3,0.5,20,58,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"301",211,"fluct","Low","duo",1,0.5,10,59,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"302",211,"fluct","Low","duo",1,0.5,10,59,"A2","Rhizo",6,2,1,"D","R",NA,NA,NA,78,1,468
"303",212,"fluct","Low","duo",2,0.5,10,59,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"304",212,"fluct","Low","duo",2,0.5,10,59,"A2","Rhizo",6,1,1,"D","R",NA,NA,NA,78,1,234
"305",213,"fluct","Low","duo",3,0.5,10,59,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"306",213,"fluct","Low","duo",3,0.5,10,59,"A2","Rhizo",6,1,1,"D","R",NA,NA,NA,78,1,234
"307",214,"fluct","HI","duo",1,0.5,10,59,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"308",214,"fluct","HI","duo",1,0.5,10,59,"A2","Rhizo",6,4,1,"D","R",NA,NA,NA,78,1,936
"309",215,"fluct","HI","duo",2,0.5,10,59,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"310",215,"fluct","HI","duo",2,0.5,10,59,"A2","Rhizo",6,1,1,"D","R",NA,NA,NA,78,1,234
"311",216,"fluct","HI","duo",3,0.5,10,59,"A1","DityCux",6,2,1,"D","R",NA,NA,NA,78,1,468
"312",216,"fluct","HI","duo",3,0.5,10,59,"A2","Rhizo",6,6,1,"D","R",NA,NA,NA,78,1,1404
"313",217,"fluct","Low","duo",1,0.5,20,59,"A1","DityCux",6,1,1,"D","T",NA,NA,NA,78,0.25,936
"314",217,"fluct","Low","duo",1,0.5,20,59,"A2","ThalaCux",6,7,1,"D","T",NA,NA,NA,78,0.25,6552
"315",218,"fluct","Low","duo",2,0.5,20,59,"A1","DityCux",6,2,1,"D","T",NA,NA,NA,78,0.25,1872
"316",218,"fluct","Low","duo",2,0.5,20,59,"A2","ThalaCux",6,3,1,"D","T",NA,NA,NA,78,0.25,2808
"317",219,"fluct","Low","duo",3,0.5,20,59,"A1","DityCux",6,1,1,"D","T",NA,NA,NA,78,0.25,936
"318",219,"fluct","Low","duo",3,0.5,20,59,"A2","ThalaCux",6,8,1,"D","T",NA,NA,NA,78,0.25,7488
"319",220,"fluct","HI","duo",1,0.5,20,59,"A1","DityCux",6,3,1,"D","T",NA,NA,NA,78,0.25,2808
"320",220,"fluct","HI","duo",1,0.5,20,59,"A2","ThalaCux",6,3,1,"D","T",NA,NA,NA,78,0.25,2808
"321",221,"fluct","HI","duo",2,0.5,20,59,"A1","DityCux",6,2,1,"D","T",NA,NA,NA,78,0.25,1872
"322",221,"fluct","HI","duo",2,0.5,20,59,"A2","ThalaCux",6,2,1,"D","T",NA,NA,NA,78,0.25,1872
"323",222,"fluct","HI","duo",3,0.5,20,59,"A1","DityCux",6,1,1,"D","T",NA,NA,NA,78,0.25,936
"324",222,"fluct","HI","duo",3,0.5,20,59,"A2","ThalaCux",6,1,1,"D","T",NA,NA,NA,78,0.25,936
"325",223,"fluct","Low","duo",1,0.5,20,59,"A1","Guido",6,1,1,"G","R",NA,NA,NA,78,0.25,936
"326",223,"fluct","Low","duo",1,0.5,20,59,"A2","Rhizo",6,2,1,"G","R",NA,NA,NA,78,0.25,1872
"327",224,"fluct","Low","duo",2,0.5,20,59,"A1","Guido",6,1,1,"G","R",NA,NA,NA,78,0.25,936
"328",224,"fluct","Low","duo",2,0.5,20,59,"A2","Rhizo",6,0,1,"G","R",NA,NA,NA,78,0.25,0
"329",225,"fluct","Low","duo",3,0.5,20,59,"A1","Guido",6,1,1,"G","R",NA,NA,NA,78,0.25,936
"330",225,"fluct","Low","duo",3,0.5,20,59,"A2","Rhizo",6,4,1,"G","R",NA,NA,NA,78,0.25,3744
"331",226,"fluct","HI","duo",1,0.5,20,59,"A1","Guido",14,8,1,"G","R",NA,NA,NA,78,0.25,17472
"332",226,"fluct","HI","duo",1,0.5,20,59,"A2","Rhizo",8,1,1,"G","R",NA,NA,NA,78,0.25,1248
"333",227,"fluct","HI","duo",2,0.5,20,59,"A1","Guido",14,1,1,"G","R",NA,NA,NA,78,0.25,2184
"334",227,"fluct","HI","duo",2,0.5,20,59,"A2","Rhizo",14,7,1,"G","R",NA,NA,NA,78,0.25,15288
"335",228,"fluct","HI","duo",3,0.5,20,59,"A1","Guido",14,9,1,"G","R",NA,NA,NA,78,0.25,19656
"336",228,"fluct","HI","duo",3,0.5,20,59,"A2","Rhizo",8,1,1,"G","R",NA,NA,NA,78,0.25,1248
"337",229,"fluct","Low","duo",1,0.5,20,59,"A1","Guido",14,2,1,"G","T",NA,NA,NA,78,0.25,4368
"338",229,"fluct","Low","duo",1,0.5,20,59,"A2","ThalaCux",14,6,1,"G","T",NA,NA,NA,78,0.25,13104
"339",230,"fluct","Low","duo",2,0.5,20,59,"A1","Guido",14,7,1,"G","T",NA,NA,NA,78,0.25,15288
"340",230,"fluct","Low","duo",2,0.5,20,59,"A2","ThalaCux",8,1,1,"G","T",NA,NA,NA,78,0.25,1248
"341",231,"fluct","Low","duo",3,0.5,20,59,"A1","Guido",14,1,1,"G","T",NA,NA,NA,78,0.25,2184
"342",231,"fluct","Low","duo",3,0.5,20,59,"A2","ThalaCux",8,7,1,"G","T",NA,NA,NA,78,0.25,8736
"343",232,"fluct","HI","duo",1,0.5,20,59,"A1","Guido",14,8,1,"G","T",NA,NA,NA,78,0.25,17472
"344",232,"fluct","HI","duo",1,0.5,20,59,"A2","ThalaCux",8,2,1,"G","T",NA,NA,NA,78,0.25,2496
"345",233,"fluct","HI","duo",2,0.5,20,59,"A1","Guido",14,1,1,"G","T",NA,NA,NA,78,0.25,2184
"346",233,"fluct","HI","duo",2,0.5,20,59,"A2","ThalaCux",8,1,1,"G","T",NA,NA,NA,78,0.25,1248
"347",234,"fluct","HI","duo",3,0.5,20,59,"A1","Guido",14,4,1,"G","T",NA,NA,NA,78,0.25,8736
"348",234,"fluct","HI","duo",3,0.5,20,59,"A2","ThalaCux",8,1,1,"G","T",NA,NA,NA,78,0.25,1248
"349",235,"fluct","Low","duo",1,0.5,10,59,"A1","Rhizo",14,2,1,"R","T",NA,NA,NA,78,1,1092
"350",235,"fluct","Low","duo",1,0.5,20,59,"A2","ThalaCux",8,3,1,"R","T",NA,NA,NA,78,0.25,3744
"351",236,"fluct","Low","duo",2,0.5,10,59,"A1","Rhizo",14,6,1,"R","T",NA,NA,NA,78,1,3276
"352",236,"fluct","Low","duo",2,0.5,20,59,"A2","ThalaCux",10,1,1,"R","T",NA,NA,NA,78,0.25,1560
"353",237,"fluct","Low","duo",3,0.5,10,59,"A1","Rhizo",14,3,1,"R","T",NA,NA,NA,78,1,1638
"354",237,"fluct","Low","duo",3,0.5,20,59,"A2","ThalaCux",8,4,1,"R","T",NA,NA,NA,78,0.25,4992
"355",238,"fluct","HI","duo",1,0.5,10,59,"A1","Rhizo",8,3,1,"R","T",NA,NA,NA,78,1,936
"356",238,"fluct","HI","duo",1,0.5,20,59,"A2","ThalaCux",14,1,1,"R","T",NA,NA,NA,78,0.25,2184
"357",239,"fluct","HI","duo",2,0.5,10,59,"A1","Rhizo",14,1,1,"R","T",NA,NA,NA,78,1,546
"358",239,"fluct","HI","duo",2,0.5,20,59,"A2","ThalaCux",14,2,1,"R","T",NA,NA,NA,78,0.25,4368
"359",240,"fluct","HI","duo",3,0.5,10,59,"A1","Rhizo",14,4,1,"R","T",NA,NA,NA,78,1,2184
"360",240,"fluct","HI","duo",3,0.5,20,59,"A2","ThalaCux",14,2,1,"R","T",NA,NA,NA,78,0.25,4368
"361",241,"inc","Low","duo",1,0.5,40,60,"A1","Asterio",6,9,1,"A","D",NA,NA,NA,78,0.0625,33696
"362",241,"inc","Low","duo",1,0.5,10,60,"A2","DityCux",6,1,1,"A","D",NA,NA,NA,78,1,234
"363",242,"inc","Low","duo",2,0.5,40,60,"A1","Asterio",6,6,1,"A","D",NA,NA,NA,78,0.0625,22464
"364",242,"inc","Low","duo",2,0.5,10,60,"A2","DityCux",6,1,1,"A","D",NA,NA,NA,78,1,234
"365",243,"inc","Low","duo",3,0.5,40,60,"A1","Asterio",6,2,1,"A","D",NA,NA,NA,78,0.0625,7488
"366",243,"inc","Low","duo",3,0.5,10,60,"A2","DityCux",6,1,1,"A","D",NA,NA,NA,78,1,234
"367",244,"inc","HI","duo",1,0.5,40,60,"A1","Asterio",6,12,1,"A","D",NA,NA,NA,78,0.0625,44928
"368",244,"inc","HI","duo",1,0.5,10,60,"A2","DityCux",6,9,1,"A","D",NA,NA,NA,78,1,2106
"369",245,"inc","HI","duo",2,0.5,40,60,"A1","Asterio",6,1,1,"A","D",NA,NA,NA,78,0.0625,3744
"370",245,"inc","HI","duo",2,0.5,10,60,"A2","DityCux",6,2,1,"A","D",NA,NA,NA,78,1,468
"371",246,"inc","HI","duo",3,0.5,40,60,"A1","Asterio",6,4,1,"A","D",NA,NA,NA,78,0.0625,14976
"372",246,"inc","HI","duo",3,0.5,10,60,"A2","DityCux",6,6,1,"A","D",NA,NA,NA,78,1,1404
"373",247,"inc","Low","duo",1,0.5,40,60,"A1","Asterio",6,1,1,"A","G",NA,NA,NA,78,0.0625,3744
"374",247,"inc","Low","duo",1,0.5,20,60,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"375",248,"inc","Low","duo",2,0.5,40,60,"A1","Asterio",6,14,1,"A","G",NA,NA,NA,78,0.0625,52416
"376",248,"inc","Low","duo",2,0.5,20,60,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"377",249,"inc","Low","duo",3,0.5,40,60,"A1","Asterio",6,12,1,"A","G",NA,NA,NA,78,0.0625,44928
"378",249,"inc","Low","duo",3,0.5,20,60,"A2","Guido",6,3,1,"A","G",NA,NA,NA,78,0.25,2808
"379",250,"inc","HI","duo",1,0.5,40,60,"A1","Asterio",6,8,1,"A","G",NA,NA,NA,78,0.0625,29952
"380",250,"inc","HI","duo",1,0.5,20,60,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"381",251,"inc","HI","duo",2,0.5,40,60,"A1","Asterio",6,4,1,"A","G",NA,NA,NA,78,0.0625,14976
"382",251,"inc","HI","duo",2,0.5,20,60,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"383",252,"inc","HI","duo",3,0.5,40,60,"A1","Asterio",6,8,1,"A","G",NA,NA,NA,78,0.0625,29952
"384",252,"inc","HI","duo",3,0.5,20,60,"A2","Guido",6,1,1,"A","G",NA,NA,NA,78,0.25,936
"385",253,"inc","Low","duo",1,0.5,40,60,"A1","Asterio",6,5,1,"A","R",NA,NA,NA,78,0.0625,18720
"386",253,"inc","Low","duo",1,0.5,10,60,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"387",254,"inc","Low","duo",2,0.5,40,60,"A1","Asterio",6,6,1,"A","R",NA,NA,NA,78,0.0625,22464
"388",254,"inc","Low","duo",2,0.5,10,60,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"389",255,"inc","Low","duo",3,0.5,40,60,"A1","Asterio",6,5,1,"A","R",NA,NA,NA,78,0.0625,18720
"390",255,"inc","Low","duo",3,0.5,10,60,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"391",256,"inc","HI","duo",1,0.5,40,60,"A1","Asterio",6,4,1,"A","R",NA,NA,NA,78,0.0625,14976
"392",256,"inc","HI","duo",1,0.5,10,60,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"393",257,"inc","HI","duo",2,0.5,40,60,"A1","Asterio",6,2,1,"A","R",NA,NA,NA,78,0.0625,7488
"394",257,"inc","HI","duo",2,0.5,10,60,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"395",258,"inc","HI","duo",3,0.5,40,60,"A1","Asterio",6,3,1,"A","R",NA,NA,NA,78,0.0625,11232
"396",258,"inc","HI","duo",3,0.5,10,60,"A2","Rhizo",6,1,1,"A","R",NA,NA,NA,78,1,234
"397",259,"inc","Low","duo",1,0.5,40,60,"A1","Asterio",6,5,1,"A","T",NA,NA,NA,78,0.0625,18720
"398",259,"inc","Low","duo",1,0.5,20,60,"A2","ThalaCux",6,1,1,"A","T",NA,NA,NA,78,0.25,936
"399",260,"inc","Low","duo",2,0.5,40,60,"A1","Asterio",6,5,1,"A","T",NA,NA,NA,78,0.0625,18720
"400",260,"inc","Low","duo",2,0.5,20,60,"A2","ThalaCux",6,2,1,"A","T",NA,NA,NA,78,0.25,1872
"401",261,"inc","Low","duo",3,0.5,40,60,"A1","Asterio",6,6,1,"A","T",NA,NA,NA,78,0.0625,22464
"402",261,"inc","Low","duo",3,0.5,20,60,"A2","ThalaCux",6,3,1,"A","T",NA,NA,NA,78,0.25,2808
"403",262,"inc","HI","duo",1,0.5,40,60,"A1","Asterio",6,5,1,"A","T",NA,NA,NA,78,0.0625,18720
"404",262,"inc","HI","duo",1,0.5,20,60,"A2","ThalaCux",6,2,1,"A","T",NA,NA,NA,78,0.25,1872
"405",263,"inc","HI","duo",2,0.5,40,60,"A1","Asterio",6,9,1,"A","T",NA,NA,NA,78,0.0625,33696
"406",263,"inc","HI","duo",2,0.5,20,60,"A2","ThalaCux",6,10,1,"A","T",NA,NA,NA,78,0.25,9360
"407",264,"inc","HI","duo",3,0.5,40,60,"A1","Asterio",6,1,1,"A","T",NA,NA,NA,78,0.0625,3744
"408",264,"inc","HI","duo",3,0.5,20,60,"A2","ThalaCux",6,1,1,"A","T",NA,NA,NA,78,0.25,936
"409",265,"inc","Low","duo",1,0.5,20,60,"A1","DityCux",6,3,1,"D","G",NA,NA,NA,78,0.25,2808
"410",265,"inc","Low","duo",1,0.5,20,60,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"411",266,"inc","Low","duo",2,0.5,20,60,"A1","DityCux",6,7,1,"D","G",NA,NA,NA,78,0.25,6552
"412",266,"inc","Low","duo",2,0.5,20,60,"A2","Guido",6,11,1,"D","G",NA,NA,NA,78,0.25,10296
"413",267,"inc","Low","duo",3,0.5,20,60,"A1","DityCux",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"414",267,"inc","Low","duo",3,0.5,20,60,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"415",268,"inc","HI","duo",1,0.5,20,60,"A1","DityCux",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"416",268,"inc","HI","duo",1,0.5,20,60,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"417",269,"inc","HI","duo",2,0.5,20,60,"A1","DityCux",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"418",269,"inc","HI","duo",2,0.5,20,60,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"419",270,"inc","HI","duo",3,0.5,20,60,"A1","DityCux",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"420",270,"inc","HI","duo",3,0.5,20,60,"A2","Guido",6,1,1,"D","G",NA,NA,NA,78,0.25,936
"421",271,"inc","Low","duo",1,0.5,10,61,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"422",271,"inc","Low","duo",1,0.5,10,61,"A2","Rhizo",6,2,1,"D","R",NA,NA,NA,78,1,468
"423",272,"inc","Low","duo",2,0.5,10,61,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"424",272,"inc","Low","duo",2,0.5,10,61,"A2","Rhizo",6,1,1,"D","R",NA,NA,NA,78,1,234
"425",273,"inc","Low","duo",3,0.5,10,61,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"426",273,"inc","Low","duo",3,0.5,10,61,"A2","Rhizo",6,1,1,"D","R",NA,NA,NA,78,1,234
"427",274,"inc","HI","duo",1,0.5,10,61,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"428",274,"inc","HI","duo",1,0.5,10,61,"A2","Rhizo",6,4,1,"D","R",NA,NA,NA,78,1,936
"429",275,"inc","HI","duo",2,0.5,10,61,"A1","DityCux",6,1,1,"D","R",NA,NA,NA,78,1,234
"430",275,"inc","HI","duo",2,0.5,10,61,"A2","Rhizo",6,1,1,"D","R",NA,NA,NA,78,1,234
"431",276,"inc","HI","duo",3,0.5,10,61,"A1","DityCux",6,2,1,"D","R",NA,NA,NA,78,1,468
"432",276,"inc","HI","duo",3,0.5,10,61,"A2","Rhizo",6,6,1,"D","R",NA,NA,NA,78,1,1404
"433",277,"inc","Low","duo",1,0.5,20,61,"A1","DityCux",6,1,1,"D","T",NA,NA,NA,78,0.25,936
"434",277,"inc","Low","duo",1,0.5,20,61,"A2","ThalaCux",6,7,1,"D","T",NA,NA,NA,78,0.25,6552
"435",278,"inc","Low","duo",2,0.5,20,61,"A1","DityCux",6,2,1,"D","T",NA,NA,NA,78,0.25,1872
"436",278,"inc","Low","duo",2,0.5,20,61,"A2","ThalaCux",6,3,1,"D","T",NA,NA,NA,78,0.25,2808
"437",279,"inc","Low","duo",3,0.5,20,61,"A1","DityCux",6,1,1,"D","T",NA,NA,NA,78,0.25,936
